,lemma,total,1SG,1SG,1PL,1PL,2SG,2SG,2PL,2PL,3SG,3SG,3PL,3PL,other,other
819,deterreo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
820,detestor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
825,devincio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
827,devinco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
831,devoveo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
834,dictito1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
839,diffringo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
840,diffundo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
841,digno1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
842,dignor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
846,dimetior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
849,dinumero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
851,dirimo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
852,diripio,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
853,diruo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
855,discedo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
857,discepto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
858,discerno,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
859,discerno1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
860,discingo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
861,disco,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
863,discribo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
864,discrucio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
870,dispello,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
871,dispergo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
872,dispermulceo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
875,disredimo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
876,dissentio1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
879,dissideo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
880,dissideo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
886,dissuadeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
887,dissuadeo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
888,distineo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
889,distinguo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
890,distinguo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
891,distorqueo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
894,distringo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
896,diverbero1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
901,divisor1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
909,dolio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
918,doto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
930,edico,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
931,edico1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
937,effemino1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
939,effero2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
942,effingo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
943,efflo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
944,effluo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
948,effringo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
960,elego1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
961,elevo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
962,elevo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
963,elido1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
965,eligo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
969,ementior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
970,emeo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
972,emereo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
973,emergo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
974,emetior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
976,emineo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
982,emorior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
983,emungo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
984,enato1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
985,enitesco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
986,enitor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
987,enitor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
988,eno1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
989,enumero,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
991,enuntio1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
993,epoto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
994,epulor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
995,erado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
996,erigo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
999,"eripio,",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1004,erudio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1007,eruo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1008,esurio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1009,evado,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1011,evagor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1013,eveho1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1015,evenio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1017,everro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1020,evinco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1021,evito1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1025,evulgo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1026,exaedifico1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1028,exaestuo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1029,exaggero,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1031,exanimo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1033,exaro,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,exaudio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1037,excatarisso,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1040,excello1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1042,excido2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1043,excio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1048,excito1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1049,exclamo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1056,excutio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1062,exercito1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1063,exhaurio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1065,exheredo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1067,exhibeo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1068,exhorresco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1069,exhortor1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1076,exonero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1077,exopinisso1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1079,exordior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1080,exorior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1082,exorno1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1083,exoro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1085,exosso,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1086,expallesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1087,expavesco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1088,expavesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1089,expecto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1094,"expello,",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1099,expeto,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1100,expio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1101,expiro1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1102,explano1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1103,expleo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1105,explico,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1106,explico1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1111,exprimo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1114,expromo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1115,expugno1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1116,expuo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1117,expurgo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1119,exsecror1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1124,exsono1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1125,exspatior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1128,exspiro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1129,exsterno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1130,exstimulo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1131,exstinguo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1134,exsto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1136,exsugo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1137,exsulo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1140,exsurgo1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1141,exsurio1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1143,extermino1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1144,exterreo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1146,extorqueo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1149,extraho1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1150,extruendo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1151,extundo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1152,exturbo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1153,exulto1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1154,exululo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1155,exuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1157,exupero,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1158,exuro,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1159,fabricor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1160,fabricor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1163,faenero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1166,farcio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1168,fastidio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1170,fateor1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1174,ferio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1176,ferior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1181,fervo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1184,feteo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1185,figo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1187,figuro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1196,flagito1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1197,flagro,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1202,flo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1203,floreo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1204,floreo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1205,fluo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1207,focillo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1208,fodio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1209,foedero,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1216,fortuno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1218,frango,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1220,fraudo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1223,frequento1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1224,frigeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1225,frondeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1226,frondesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1227,fruniscor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,fugito,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1237,fulgeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1244,garrio1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1247,gemo,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1249,genero,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1250,genero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1255,glomero1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1256,glorifico1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1258,glorior1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1259,gradior1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1260,grator1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1262,gusto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1267,habito,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1271,haesito1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1272,haurio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1275,hiemo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1276,hio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1279,honoro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1284,hospitor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1285,humo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1286,icio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1287,ignio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1291,illicio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1295,imbuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1296,imito,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1297,imito1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1300,immineo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1303,imminutus2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1304,immisceo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1305,immito,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1308,immutatus1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1309,immuto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1313,impello1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1316,impendo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1326,implico,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1327,implico1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1328,imploro,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1331,importo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1332,imprecor1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1334,improbo1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1335,impropero2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1336,impugno,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1337,impunis1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1338,imputo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1339,in-mitto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1340,inaudio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1341,inauro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1348,incesto1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1349,incido1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1353,incito,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1354,incito1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1359,incoho1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1360,incolo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1361,increbesco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1362,increpito1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1366,incultus1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1369,incurro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1370,incurso1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1371,incuso1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1374,indigeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1375,indigeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1379,indoceo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1383,indulgeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1384,induo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1386,inebrio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1391,inficio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1392,infitior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1393,inflammo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1396,infringo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1397,infringo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1398,infundo,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1400,ingemesco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1401,ingemino1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1402,ingemisco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1404,ingero,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1405,ingero1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1406,ingravesco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1407,ingravesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1412,inhibeo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1413,inhorreo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1414,inicio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1416,initio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1418,inmergo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1419,inmino,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1420,inminuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1421,inmuto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1422,inmuto1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1423,innecto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1424,innitor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1425,innitor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1426,inno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1427,innotesco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1429,innutrio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1430,inorno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1431,inpello,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1434,inpleo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1435,inpleo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1437,inpluo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1441,inquieto,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1445,inquiro1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1446,inroro1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1447,inruo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1451,insector,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1456,insilio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1457,insoleo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1458,insolesco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1460,inspicio1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1462,inspuo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1469,insuesco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1470,insuesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1471,insulto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1474,insuo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1479,intento,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1480,intercedo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1481,intercedo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1482,intercipio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1483,intercludo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1486,interfacio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1490,interjacio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1491,intermitto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1492,intero,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1496,interpretor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1499,interscindo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1503,interviso,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1506,intondeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1507,intono1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1509,intro1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1511,introduco,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1512,introduco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1513,introeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1515,intromitto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1516,introverto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1518,intueor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1519,intumesco1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1520,inunguo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1521,inuro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1522,invado,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1524,invalesco,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1525,inveho,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1528,invergo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1529,inverto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1530,inveterasco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1535,involo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1537,involvo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1539,ioco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1542,irretio,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1543,irrideo,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1544,irrideo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1546,irrumpo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1547,irrumpo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1548,itero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1553,jactito,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1557,jocor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1560,jucundo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1564,jungo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1570,labefacto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1571,labor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1577,lacesso1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1578,lacrimo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1581,laeto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1585,lambo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1586,langueo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1588,languesco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1589,largior,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1591,lasso,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1593,lateo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1596,latrocinor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1599,"lavo,",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1604,lenio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1607,levo2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1612,libo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1613,libro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1616,ligo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1617,limo2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1620,liquesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1621,litigo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1622,litigo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1623,loco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1625,locupleto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1628,lubet1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1635,luxor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1637,macto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1639,maculo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1641,maereo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1642,magnifico1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1643,maledico,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1644,maledico1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1651,manifesto2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1652,mansuesco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
